session_id,session_date,variant,device,channel,route_type,flight_selected,checkout_started,booking_completed,booking_revenue
S003084,2026-05-27,Treatment,Desktop,Paid Search,Caribbean,0,0,0,0
S003085,2026-05-28,Control,Desktop,Organic Search,Domestic,0,0,0,0
S003086,2026-05-26,Treatment,Mobile,Paid Search,Caribbean,1,0,0,0
S003087,2026-05-06,Control,Tablet,Organic Search,Caribbean,1,1,0,0
S003088,2026-05-08,Treatment,Mobile,Direct,Caribbean,1,1,1,244.46
S003089,2026-05-13,Control,Mobile,Direct,Domestic,1,0,0,0
S003090,2026-05-27,Treatment,Desktop,Paid Search,Domestic,1,0,0,0
S003091,2026-05-01,Control,Mobile,Direct,Domestic,1,1,0,0
S003092,2026-05-05,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S003093,2026-05-03,Control,Mobile,Direct,Domestic,1,0,0,0
S003094,2026-05-02,Treatment,Mobile,Paid Search,Caribbean,0,0,0,0
S003095,2026-05-17,Control,Desktop,Direct,Domestic,0,0,0,0
S003096,2026-05-15,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S003097,2026-05-07,Control,Mobile,Paid Search,Domestic,0,0,0,0
S003098,2026-05-12,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S003099,2026-05-12,Control,Mobile,Direct,Domestic,0,0,0,0
S003100,2026-05-25,Treatment,Desktop,Direct,Caribbean,0,0,0,0
S003101,2026-05-20,Control,Desktop,Organic Search,Domestic,1,1,0,0
S003102,2026-05-06,Treatment,Mobile,Paid Search,International,1,1,0,0
S003103,2026-05-15,Control,Mobile,Direct,International,0,0,0,0
S003104,2026-05-26,Treatment,Desktop,Paid Search,Caribbean,1,0,0,0
S003105,2026-05-04,Control,Desktop,Organic Search,Caribbean,1,1,0,0
S003106,2026-05-04,Treatment,Desktop,Email,Domestic,0,0,0,0
S003107,2026-05-10,Control,Mobile,Direct,Caribbean,1,1,1,324.8
S003108,2026-05-18,Treatment,Mobile,Direct,International,1,1,0,0
S003109,2026-05-09,Control,Mobile,Direct,Domestic,1,0,0,0
S003110,2026-05-07,Treatment,Desktop,Direct,Caribbean,1,0,0,0
S003111,2026-05-11,Control,Mobile,Email,Caribbean,0,0,0,0
S003112,2026-05-15,Treatment,Mobile,Email,Domestic,1,0,0,0
S003113,2026-05-28,Control,Mobile,Direct,Domestic,0,0,0,0
S003114,2026-05-28,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S003115,2026-05-12,Control,Tablet,Paid Search,International,1,0,0,0
S003116,2026-05-06,Treatment,Mobile,Direct,Caribbean,1,1,0,0
S003117,2026-05-20,Control,Desktop,Direct,Domestic,0,0,0,0
S003118,2026-05-07,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003119,2026-05-12,Control,Desktop,Organic Search,Domestic,1,0,0,0
S003120,2026-05-06,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003121,2026-05-24,Control,Mobile,Paid Search,Domestic,1,1,1,201.66
S003122,2026-05-23,Treatment,Mobile,Organic Search,International,1,0,0,0
S003123,2026-05-27,Control,Mobile,Direct,Domestic,1,0,0,0
S003124,2026-05-10,Treatment,Desktop,Direct,Domestic,0,0,0,0
S003125,2026-05-11,Control,Desktop,Direct,Caribbean,1,1,0,0
S003126,2026-05-08,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003127,2026-05-02,Control,Desktop,Paid Search,Domestic,0,0,0,0
S003128,2026-05-26,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S003129,2026-05-24,Control,Desktop,Direct,Domestic,1,1,0,0
S003130,2026-05-28,Treatment,Mobile,Email,Domestic,1,0,0,0
S003131,2026-05-28,Control,Desktop,Organic Search,Domestic,1,1,0,0
S003132,2026-05-27,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003133,2026-05-03,Control,Desktop,Direct,Domestic,0,0,0,0
S003134,2026-05-14,Treatment,Desktop,Direct,Domestic,1,0,0,0
S003135,2026-05-16,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S003136,2026-05-17,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003137,2026-05-16,Control,Tablet,Direct,Caribbean,0,0,0,0
S003138,2026-05-13,Treatment,Mobile,Direct,Domestic,1,1,0,0
S003139,2026-05-26,Control,Mobile,Organic Search,Domestic,1,0,0,0
S003140,2026-05-01,Treatment,Desktop,Direct,Domestic,0,0,0,0
S003141,2026-05-15,Control,Mobile,Paid Search,International,1,0,0,0
S003142,2026-05-19,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S003143,2026-05-23,Control,Mobile,Organic Search,Domestic,1,1,1,195.79
S003144,2026-05-17,Treatment,Tablet,Paid Search,Caribbean,1,0,0,0
S003145,2026-05-12,Control,Mobile,Direct,Domestic,1,1,0,0
S003146,2026-05-03,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S003147,2026-05-26,Control,Mobile,Paid Search,Domestic,1,0,0,0
S003148,2026-05-02,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S003149,2026-05-08,Control,Mobile,Paid Search,Caribbean,0,0,0,0
S003150,2026-05-03,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003151,2026-05-20,Control,Desktop,Organic Search,Domestic,0,0,0,0
S003152,2026-05-10,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003153,2026-05-03,Control,Mobile,Paid Search,Domestic,0,0,0,0
S003154,2026-05-11,Treatment,Desktop,Direct,Domestic,1,1,0,0
S003155,2026-05-08,Control,Desktop,Organic Search,Domestic,1,0,0,0
S003156,2026-05-22,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S003157,2026-05-12,Control,Desktop,Organic Search,Domestic,0,0,0,0
S003158,2026-05-21,Treatment,Desktop,Direct,Caribbean,1,0,0,0
S003159,2026-05-23,Control,Desktop,Organic Search,Domestic,1,0,0,0
S003160,2026-05-28,Treatment,Desktop,Direct,Domestic,1,1,0,0
S003161,2026-05-28,Control,Tablet,Direct,Domestic,1,0,0,0
S003162,2026-05-20,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S003163,2026-05-23,Control,Desktop,Direct,Domestic,0,0,0,0
S003164,2026-05-06,Treatment,Mobile,Paid Search,Domestic,1,1,1,302.23
S003165,2026-05-25,Control,Mobile,Direct,Domestic,1,1,0,0
S003166,2026-05-21,Treatment,Desktop,Email,Domestic,1,0,0,0
S003167,2026-05-23,Control,Mobile,Organic Search,Caribbean,1,1,0,0
S003168,2026-05-11,Treatment,Mobile,Paid Search,Domestic,1,1,1,170.51
S003169,2026-05-04,Control,Mobile,Email,Domestic,0,0,0,0
S003170,2026-05-15,Treatment,Desktop,Organic Search,Domestic,1,1,0,0
S003171,2026-05-06,Control,Desktop,Paid Search,Domestic,0,0,0,0
S003172,2026-05-02,Treatment,Mobile,Email,Caribbean,1,0,0,0
S003173,2026-05-17,Control,Mobile,Paid Search,Domestic,0,0,0,0
S003174,2026-05-10,Treatment,Mobile,Email,Domestic,0,0,0,0
S003175,2026-05-27,Control,Mobile,Organic Search,Domestic,1,0,0,0
S003176,2026-05-28,Treatment,Mobile,Organic Search,International,0,0,0,0
S003177,2026-05-10,Control,Mobile,Direct,Domestic,0,0,0,0
S003178,2026-05-18,Treatment,Tablet,Paid Search,Domestic,1,1,0,0
S003179,2026-05-13,Control,Desktop,Organic Search,Domestic,1,0,0,0
S003180,2026-05-24,Treatment,Mobile,Direct,Domestic,1,1,0,0
S003181,2026-05-15,Control,Mobile,Direct,Domestic,1,1,0,0
S003182,2026-05-04,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S003183,2026-05-09,Control,Mobile,Paid Search,Domestic,1,0,0,0
S003184,2026-05-27,Treatment,Mobile,Paid Search,Caribbean,1,0,0,0
S003185,2026-05-02,Control,Mobile,Organic Search,Domestic,0,0,0,0
S003186,2026-05-01,Treatment,Desktop,Direct,Domestic,1,1,1,387.93
S003187,2026-05-18,Control,Mobile,Direct,Domestic,0,0,0,0
S003188,2026-05-13,Treatment,Mobile,Direct,International,0,0,0,0
S003189,2026-05-07,Control,Mobile,Direct,Domestic,1,1,0,0
S003190,2026-05-02,Treatment,Desktop,Direct,International,1,1,0,0
S003191,2026-05-23,Control,Desktop,Email,Domestic,0,0,0,0
S003192,2026-05-26,Treatment,Mobile,Direct,International,1,1,0,0
S003193,2026-05-02,Control,Mobile,Paid Search,Domestic,1,1,0,0
S003194,2026-05-18,Treatment,Desktop,Direct,International,1,1,0,0
S003195,2026-05-26,Control,Tablet,Direct,Domestic,0,0,0,0
S003196,2026-05-18,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S003197,2026-05-12,Control,Mobile,Paid Search,Domestic,1,1,0,0
S003198,2026-05-12,Treatment,Mobile,Direct,Caribbean,1,1,1,215.5
S003199,2026-05-13,Control,Desktop,Email,Domestic,0,0,0,0
S003200,2026-05-27,Treatment,Desktop,Direct,Domestic,0,0,0,0
S003201,2026-05-09,Control,Mobile,Organic Search,Domestic,1,0,0,0
S003202,2026-05-16,Treatment,Tablet,Paid Search,Domestic,0,0,0,0
S003203,2026-05-27,Control,Mobile,Organic Search,Domestic,0,0,0,0
S003204,2026-05-01,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S003205,2026-05-11,Control,Desktop,Organic Search,International,1,1,0,0
S003206,2026-05-28,Treatment,Mobile,Organic Search,Domestic,1,1,1,406.72
S003207,2026-05-07,Control,Desktop,Direct,Domestic,1,1,0,0
S003208,2026-05-01,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S003209,2026-05-02,Control,Mobile,Paid Search,Domestic,1,1,0,0
S003210,2026-05-11,Treatment,Mobile,Organic Search,Caribbean,0,0,0,0
S003211,2026-05-28,Control,Mobile,Direct,Domestic,1,0,0,0
S003212,2026-05-22,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S003213,2026-05-11,Control,Mobile,Direct,International,0,0,0,0
S003214,2026-05-06,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S003215,2026-05-20,Control,Mobile,Organic Search,International,0,0,0,0
S003216,2026-05-05,Treatment,Desktop,Organic Search,Domestic,1,1,0,0
S003217,2026-05-25,Control,Mobile,Direct,International,0,0,0,0
S003218,2026-05-23,Treatment,Tablet,Organic Search,Caribbean,1,1,1,148.63
S003219,2026-05-12,Control,Mobile,Organic Search,Caribbean,1,1,0,0
S003220,2026-05-17,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S003221,2026-05-15,Control,Mobile,Organic Search,Domestic,1,1,1,329.61
S003222,2026-05-01,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003223,2026-05-06,Control,Desktop,Paid Search,Domestic,1,1,0,0
S003224,2026-05-09,Treatment,Desktop,Direct,Domestic,0,0,0,0
S003225,2026-05-02,Control,Mobile,Organic Search,Domestic,0,0,0,0
S003226,2026-05-17,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S003227,2026-05-27,Control,Desktop,Direct,Domestic,0,0,0,0
S003228,2026-05-16,Treatment,Mobile,Paid Search,International,1,1,0,0
S003229,2026-05-14,Control,Mobile,Direct,International,1,1,0,0
S003230,2026-05-20,Treatment,Mobile,Organic Search,Caribbean,1,1,1,205.57
S003231,2026-05-05,Control,Mobile,Organic Search,Domestic,0,0,0,0
S003232,2026-05-10,Treatment,Desktop,Organic Search,Caribbean,0,0,0,0
S003233,2026-05-28,Control,Mobile,Direct,Domestic,1,0,0,0
S003234,2026-05-14,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S003235,2026-05-12,Control,Desktop,Paid Search,Domestic,1,0,0,0
S003236,2026-05-02,Treatment,Mobile,Organic Search,Caribbean,0,0,0,0
S003237,2026-05-28,Control,Mobile,Email,Caribbean,0,0,0,0
S003238,2026-05-09,Treatment,Mobile,Email,Domestic,1,1,0,0
S003239,2026-05-02,Control,Desktop,Direct,Domestic,1,1,1,268.92
S003240,2026-05-08,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003241,2026-05-27,Control,Mobile,Organic Search,Domestic,0,0,0,0
S003242,2026-05-19,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S003243,2026-05-07,Control,Mobile,Paid Search,Caribbean,1,0,0,0
S003244,2026-05-02,Treatment,Desktop,Direct,Domestic,0,0,0,0
S003245,2026-05-15,Control,Mobile,Organic Search,Domestic,1,0,0,0
S003246,2026-05-24,Treatment,Mobile,Direct,Domestic,1,0,0,0
S003247,2026-05-13,Control,Desktop,Organic Search,Domestic,1,0,0,0
S003248,2026-05-20,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003249,2026-05-10,Control,Mobile,Direct,Domestic,0,0,0,0
S003250,2026-05-18,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S003251,2026-05-11,Control,Mobile,Email,Domestic,1,0,0,0
S003252,2026-05-14,Treatment,Desktop,Organic Search,Caribbean,0,0,0,0
S003253,2026-05-28,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S003254,2026-05-01,Treatment,Mobile,Organic Search,International,0,0,0,0
S003255,2026-05-14,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S003256,2026-05-10,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S003257,2026-05-13,Control,Mobile,Direct,Caribbean,1,1,1,174.13
S003258,2026-05-14,Treatment,Mobile,Organic Search,Domestic,1,1,1,204.94
S003259,2026-05-04,Control,Desktop,Direct,Domestic,0,0,0,0
S003260,2026-05-22,Treatment,Mobile,Organic Search,Domestic,1,1,1,219.33
S003261,2026-05-12,Control,Mobile,Direct,Domestic,1,0,0,0
S003262,2026-05-06,Treatment,Mobile,Direct,Domestic,1,1,1,294.18
S003263,2026-05-05,Control,Mobile,Direct,International,1,0,0,0
S003264,2026-05-27,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S003265,2026-05-01,Control,Desktop,Organic Search,Domestic,1,0,0,0
S003266,2026-05-22,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003267,2026-05-27,Control,Mobile,Direct,Domestic,0,0,0,0
S003268,2026-05-11,Treatment,Desktop,Organic Search,International,1,1,0,0
S003269,2026-05-11,Control,Mobile,Direct,Domestic,0,0,0,0
S003270,2026-05-03,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S003271,2026-05-09,Control,Desktop,Direct,Domestic,0,0,0,0
S003272,2026-05-26,Treatment,Mobile,Organic Search,Caribbean,1,0,0,0
S003273,2026-05-05,Control,Desktop,Organic Search,Caribbean,0,0,0,0
S003274,2026-05-07,Treatment,Mobile,Paid Search,Caribbean,1,0,0,0
S003275,2026-05-12,Control,Mobile,Paid Search,Domestic,1,0,0,0
S003276,2026-05-01,Treatment,Desktop,Direct,International,0,0,0,0
S003277,2026-05-09,Control,Mobile,Paid Search,Domestic,1,0,0,0
S003278,2026-05-27,Treatment,Desktop,Organic Search,Domestic,1,1,0,0
S003279,2026-05-12,Control,Mobile,Email,Caribbean,1,1,0,0
S003280,2026-05-19,Treatment,Mobile,Direct,Domestic,1,0,0,0
S003281,2026-05-16,Control,Desktop,Direct,Caribbean,0,0,0,0
S003282,2026-05-17,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003283,2026-05-20,Control,Mobile,Email,Caribbean,1,0,0,0
S003284,2026-05-15,Treatment,Desktop,Email,Caribbean,1,1,1,289.19
S003285,2026-05-16,Control,Mobile,Paid Search,Caribbean,0,0,0,0
S003286,2026-05-22,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S003287,2026-05-13,Control,Mobile,Paid Search,Domestic,1,0,0,0
S003288,2026-05-03,Treatment,Desktop,Organic Search,Domestic,1,1,0,0
S003289,2026-05-06,Control,Tablet,Direct,International,1,1,0,0
S003290,2026-05-05,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S003291,2026-05-07,Control,Mobile,Organic Search,Domestic,0,0,0,0
S003292,2026-05-27,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003293,2026-05-21,Control,Mobile,Paid Search,Domestic,0,0,0,0
S003294,2026-05-28,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S003295,2026-05-22,Control,Desktop,Paid Search,Domestic,1,1,0,0
S003296,2026-05-27,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S003297,2026-05-21,Control,Mobile,Direct,Domestic,1,0,0,0
S003298,2026-05-23,Treatment,Mobile,Direct,Domestic,1,1,0,0
S003299,2026-05-14,Control,Mobile,Direct,Domestic,1,1,0,0
S003300,2026-05-25,Treatment,Mobile,Direct,Domestic,1,0,0,0
S003301,2026-05-12,Control,Mobile,Direct,International,1,0,0,0
S003302,2026-05-04,Treatment,Mobile,Paid Search,Caribbean,0,0,0,0
S003303,2026-05-15,Control,Mobile,Direct,Domestic,0,0,0,0
S003304,2026-05-15,Treatment,Desktop,Organic Search,International,1,0,0,0
S003305,2026-05-25,Control,Desktop,Direct,Domestic,1,1,1,304.53
S003306,2026-05-27,Treatment,Desktop,Email,Domestic,1,0,0,0
S003307,2026-05-19,Control,Mobile,Paid Search,International,1,0,0,0
S003308,2026-05-01,Treatment,Desktop,Paid Search,Domestic,1,1,0,0
S003309,2026-05-17,Control,Desktop,Organic Search,Caribbean,1,0,0,0
S003310,2026-05-11,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S003311,2026-05-17,Control,Desktop,Paid Search,Domestic,1,1,1,165.76
S003312,2026-05-26,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S003313,2026-05-21,Control,Desktop,Direct,Domestic,1,1,0,0
S003314,2026-05-09,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S003315,2026-05-22,Control,Mobile,Direct,Domestic,0,0,0,0
S003316,2026-05-20,Treatment,Mobile,Direct,Caribbean,1,1,1,314.21
S003317,2026-05-28,Control,Desktop,Organic Search,International,0,0,0,0
S003318,2026-05-27,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S003319,2026-05-10,Control,Mobile,Organic Search,International,1,0,0,0
S003320,2026-05-04,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S003321,2026-05-12,Control,Desktop,Organic Search,International,1,0,0,0
S003322,2026-05-26,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S003323,2026-05-19,Control,Mobile,Direct,Domestic,0,0,0,0
S003324,2026-05-19,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S003325,2026-05-27,Control,Desktop,Organic Search,Domestic,0,0,0,0
S003326,2026-05-09,Treatment,Mobile,Organic Search,Domestic,1,1,1,248.61
S003327,2026-05-23,Control,Mobile,Email,Caribbean,1,0,0,0
S003328,2026-05-23,Treatment,Desktop,Email,Caribbean,1,0,0,0
S003329,2026-05-21,Control,Desktop,Organic Search,International,1,1,0,0
S003330,2026-05-22,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S003331,2026-05-16,Control,Mobile,Organic Search,Domestic,1,0,0,0
S003332,2026-05-11,Treatment,Mobile,Direct,Caribbean,1,1,0,0
S003333,2026-05-17,Control,Desktop,Organic Search,Caribbean,0,0,0,0
S003334,2026-05-01,Treatment,Mobile,Organic Search,Caribbean,0,0,0,0
S003335,2026-05-17,Control,Tablet,Direct,Domestic,1,1,0,0
S003336,2026-05-04,Treatment,Desktop,Direct,Domestic,1,1,0,0
S003337,2026-05-06,Control,Desktop,Paid Search,Domestic,0,0,0,0
S003338,2026-05-05,Treatment,Desktop,Email,Caribbean,0,0,0,0
S003339,2026-05-07,Control,Mobile,Paid Search,Domestic,1,1,0,0
S003340,2026-05-01,Treatment,Desktop,Paid Search,Caribbean,1,1,0,0
S003341,2026-05-26,Control,Desktop,Direct,Caribbean,0,0,0,0
S003342,2026-05-01,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S003343,2026-05-13,Control,Mobile,Direct,Domestic,1,0,0,0
S003344,2026-05-08,Treatment,Mobile,Email,Domestic,0,0,0,0
S003345,2026-05-04,Control,Mobile,Paid Search,Domestic,0,0,0,0
S003346,2026-05-08,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S003347,2026-05-16,Control,Desktop,Direct,Caribbean,0,0,0,0
S003348,2026-05-22,Treatment,Mobile,Direct,International,0,0,0,0
S003349,2026-05-02,Control,Mobile,Organic Search,Domestic,1,0,0,0
S003350,2026-05-10,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S003351,2026-05-13,Control,Mobile,Paid Search,International,1,1,0,0
S003352,2026-05-06,Treatment,Mobile,Organic Search,International,0,0,0,0
S003353,2026-05-05,Control,Desktop,Organic Search,Caribbean,1,0,0,0
S003354,2026-05-06,Treatment,Mobile,Organic Search,Caribbean,1,1,0,0
S003355,2026-05-01,Control,Mobile,Paid Search,Caribbean,0,0,0,0
S003356,2026-05-26,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S003357,2026-05-21,Control,Mobile,Direct,Domestic,1,1,0,0
S003358,2026-05-25,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S003359,2026-05-11,Control,Mobile,Paid Search,Domestic,1,1,0,0
S003360,2026-05-01,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S003361,2026-05-04,Control,Mobile,Direct,Domestic,0,0,0,0
S003362,2026-05-16,Treatment,Desktop,Organic Search,Caribbean,0,0,0,0
S003363,2026-05-22,Control,Mobile,Paid Search,International,0,0,0,0
S003364,2026-05-19,Treatment,Desktop,Organic Search,Caribbean,1,1,1,153.91
S003365,2026-05-22,Control,Mobile,Paid Search,Domestic,1,1,0,0
S003366,2026-05-22,Treatment,Desktop,Paid Search,Domestic,1,0,0,0
S003367,2026-05-12,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S003368,2026-05-26,Treatment,Mobile,Direct,Domestic,1,0,0,0
S003369,2026-05-17,Control,Desktop,Organic Search,International,1,0,0,0
S003370,2026-05-14,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S003371,2026-05-25,Control,Desktop,Paid Search,Domestic,0,0,0,0
S003372,2026-05-20,Treatment,Desktop,Direct,Domestic,0,0,0,0
S003373,2026-05-01,Control,Desktop,Direct,Domestic,1,1,1,417.74
S003374,2026-05-20,Treatment,Mobile,Direct,Domestic,1,0,0,0
S003375,2026-05-26,Control,Mobile,Direct,Domestic,1,0,0,0
S003376,2026-05-25,Treatment,Mobile,Direct,International,0,0,0,0
S003377,2026-05-20,Control,Mobile,Organic Search,Domestic,0,0,0,0
S003378,2026-05-09,Treatment,Mobile,Email,Domestic,0,0,0,0
S003379,2026-05-16,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S003380,2026-05-27,Treatment,Mobile,Direct,International,1,1,0,0
S003381,2026-05-25,Control,Mobile,Direct,Domestic,1,1,0,0
S003382,2026-05-13,Treatment,Mobile,Direct,Domestic,1,1,0,0
S003383,2026-05-01,Control,Desktop,Paid Search,Domestic,1,0,0,0
S003384,2026-05-27,Treatment,Mobile,Organic Search,Caribbean,0,0,0,0
S003385,2026-05-05,Control,Mobile,Direct,Domestic,0,0,0,0
S003386,2026-05-03,Treatment,Mobile,Direct,Caribbean,1,0,0,0
S003387,2026-05-13,Control,Mobile,Direct,Domestic,1,0,0,0
S003388,2026-05-01,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S003389,2026-05-18,Control,Mobile,Email,Caribbean,0,0,0,0
S003390,2026-05-25,Treatment,Desktop,Email,Caribbean,0,0,0,0
S003391,2026-05-25,Control,Desktop,Direct,Domestic,1,0,0,0
S003392,2026-05-23,Treatment,Desktop,Paid Search,Domestic,1,0,0,0
S003393,2026-05-14,Control,Mobile,Paid Search,Domestic,1,1,0,0
S003394,2026-05-21,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S003395,2026-05-28,Control,Desktop,Direct,Domestic,0,0,0,0
S003396,2026-05-18,Treatment,Mobile,Organic Search,Caribbean,1,1,1,336.29
S003397,2026-05-27,Control,Mobile,Paid Search,Domestic,1,1,0,0
S003398,2026-05-18,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S003399,2026-05-15,Control,Desktop,Direct,Domestic,0,0,0,0
S003400,2026-05-21,Treatment,Mobile,Direct,Domestic,1,0,0,0
S003401,2026-05-22,Control,Desktop,Direct,International,1,1,0,0
S003402,2026-05-05,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003403,2026-05-15,Control,Desktop,Paid Search,Domestic,0,0,0,0
S003404,2026-05-01,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S003405,2026-05-03,Control,Mobile,Paid Search,Domestic,0,0,0,0
S003406,2026-05-18,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S003407,2026-05-03,Control,Mobile,Direct,Caribbean,0,0,0,0
S003408,2026-05-13,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S003409,2026-05-09,Control,Mobile,Email,International,0,0,0,0
S003410,2026-05-11,Treatment,Tablet,Organic Search,Domestic,0,0,0,0
S003411,2026-05-01,Control,Mobile,Email,Domestic,0,0,0,0
